0;42

1;42

2;42

3;43

4;43

5;44

6;44

7;45

8;46

9;47

10;49

11;50

12;52

13;54

14;56

15;59

16;61

17;63

18;65

19;66

20;68

21;70

22;71

23;72

24;74

25;75

26;77

27;78

28;79

29;80

30;82

31;83

32;84

33;85

34;87

35;88

36;89

37;90

38;91

39;92

40;93

41;94

42;94

43;95

44;96

45;97

46;98

47;99

48;100

49;101

50;102

51;103

52;104

53;105

54;106

55;106

56;107

57;108

58;109

59;110

60;110

61;111

62;112

63;113

64;113

65;114

66;114

67;115

68;116

69;116

70;116

71;117

72;118

73;118

74;119

75;119

76;119

77;120

78;120

79;121

80;121

81;121

82;121

83;121

84;122

85;122

86;122

87;123

88;123

89;123

90;123

91;123

92;124

93;124

94;124

95;124

96;124

97;124

98;125

99;125

100;125

101;125

102;125

103;125

104;125

105;125

106;125

107;125

108;125

109;126

110;125

111;126

112;126

113;125

114;125

115;126

116;126

117;126

118;126

119;126

120;126

121;126

122;126

123;126

124;126

125;126

126;127

127;126

128;126

129;127

130;127

131;127

132;127

133;126

134;127

135;127

136;126

137;127

138;127

139;127

140;127

141;127

142;126

143;127

144;127

145;127

146;127

147;126

148;127

149;127

150;127

151;126

152;127

153;127

154;127

155;127

156;127

157;127

158;127

159;127

160;127

161;127

162;127

163;126

164;127

165;127

166;127

167;127

168;127

169;127

170;127

171;127

172;127

173;127

174;127

175;127

176;127

177;127

178;127

179;127

180;127

181;127

182;127

183;127

184;127

185;127

186;127

187;127

188;128

189;127

190;128

191;127

192;127

193;127

194;127

195;127

196;127

197;127

198;127

199;127

200;127

201;128

202;127

203;128

204;128

205;127

206;127

207;127

208;127

209;128

210;127

211;127

212;127

213;128

214;127

215;127

216;128

217;128

218;128

219;128

220;127

221;127

222;128

223;127

224;127

225;127

226;127

227;128

228;128

229;127

230;128

231;128

232;128

233;128

234;128

235;128

236;128

237;128

238;128

239;128

240;128

241;128

242;128

243;128

244;128

245;128

246;128

247;128

248;128

249;127

250;128

251;128

252;128

253;128

254;128

255;128

256;128

257;128

258;128

259;128

260;128

261;128

262;128

263;128

264;128

265;128

266;128

267;128

268;128

269;128

270;128

271;128

272;128

273;128

274;129

275;129

276;128

277;128

278;128

279;128

280;128

281;128

282;128

283;128

284;128

285;128

286;128

287;128

288;129

289;129

290;128

291;129

292;128

293;128

294;128

295;128

296;128

297;128

298;128

299;128

300;128

301;128

302;129

303;128

304;128

305;129

306;128

307;128

308;128

309;128

310;128

311;128

312;128

313;128

314;128

315;128

316;128

317;129

318;129

319;129

320;128

321;129

322;128

323;128

324;128

325;128

326;128

327;128

328;128

329;128

330;128

331;129

332;129

333;129

334;129

335;128

336;128

337;128

338;128

339;129

340;129

