0;74

1;75

2;75

3;75

4;76

5;76

6;76

7;76

8;77

9;78

10;78

11;78

12;79

13;80

14;80

15;81

16;82

17;83

18;84

19;85

20;85

21;86

22;87

23;88

24;89

25;91

26;92

27;93

28;94

29;95

30;97

31;98

32;99

33;101

34;102

35;103

36;104

37;105

38;107

39;108

40;109

41;110

42;111

43;113

44;114

45;115

46;116

47;117

48;118

49;119

50;120

51;121

52;122

5
3;123

54;124

55;125

56;126

57;127

58;127

59;129

60;129

61;130

62;131

63;132

64;133

65;133

66;134

67;135

68;135

69;136

70;136

71;137

72;137

73;138

74;139

75;139

76;140

77;141

78;141

79;142

80;142

81;143

82;143

83;14
3

84;144


8
5;144

86;144

87;145

88;145

89;145

90;146

91;146

92;146

93;147

94;147

95;147

96;147

97;143

98;139

99;135

100;130

101;128

102;127

103;128

104;129

105;129

106;130

107;132

108;133

109;134

110;135

111;136

112;137


113;1
38

114;139

115;140

116;141

117;141

118;143

119;143

120;144

121;146

122;146

123;146

124;148

125;148

126;148

127;149

128;149

129;150

130;151

131;151

132;151

133;152

134;152

135;152

136;153

137;153

138;153

139;154

140;154

141;155

142;154

143;154

144;155

145;155

146;155

147;155

148;155

149;155

150;155

151;155

152;156

153;156

154;156

155;155

156;155

157;155

158;156

159;156

160;156

161;155

162;155

163;156

164;155

165;155

166;155

167;155

168;155

169;155

170;155

171;156

172;155

173;155

174;155

175;155

176;154

177;155

178;154

179;155

180;155

181;155

182;155

183;154

184;154

185;154

186;154

187;154

188;155

189;155

190;155

191;154

192;154

193;155

194;154

195;154

196;154

197;154

198;154

199;154

200;154

201;154

202;154

203;154

204;155

205;155

206;155

207;156

2
08;157

209;
157

210;157

211;157

212;158

213;159

214;159

215;160

216;161

217;161

218;162

219;162

220;163

221;165

222;165

223;166

224;166

225;168

226;169

227;169

228;170

229;170

230;171

231;172

232;173

233;175

234;175

235;176

236;176

237;17
8

238;178

239;179

240;180

241;181

242;183

243;183

244;184

245;183

246;185

247;185

248;186

249;187

250;188

251;188

252;190

253;190

254;191

255;192

256;192

257;193

258;194

259;194

260;194

261;195

262;195

263;196

264;195

265;198

266;197

267;200

268;198

269;200

270;198

271;200

272;199

273;201

274;200

275;202

276;203

277;203

278;203

279;203

280;204

281;204

282;205

283;205

284;206

285;206

286;207

287;206

288;207

289;207

290;208

291;208

292;208

293;208

294;210

295;208

296;211

297;210

298;210

299;210

300;211

301;209

302;210

303;211

304;211

305;211

306;211

307;211

308;212

309;213

310;212

311;214

312;213

313;213

314;212

315;213

316;214

317;213

318;214

319;214

320;214

321;214

322;214

323;213

324;2
14

325;214

326;214

327;213

328;214

329;212

330;214

331;214

332;214

333;214

334;214

335;214

336;214

337;215

338;214

339;214

340;214

341;2
14

342;213

343;214

344;214

345;214

346;214

347;214

348;215

349;214

350;216

351;214

352;214

353;214

354;214

355;213

356;2
14

357;214

358;214

359;214

360;214

361;215

362;214

363;215

364;214

365;216

366;214

367;214

368;213

369;214

370;214

371;214

37
2;214

373;214

374;214

375;214

376;214

