0;28

1;29

2;30

3;30

4;31

5;33

6;34

7;35

8;36

9;38

10;39

11;40

12;42

13;43

14;44

15;46

16;48

17;49

18;51

19;53

20;55

21;57

22;59

23;61

24;63

25;65

26;67

27;69

28;70

29;73

30;75

31;77

32;79

33;81

34;83

35;85

36;87

37;89

38;91

39;93

40;94

41;96

42;98

43;100

44;102

45;104

46;106

47;108

48;110

49;112

50;114

51;115

52;117

53;119

54;121

55;122

56;124

57;126

58;127

59;129

60;131

61;133

62;134

63;135

64;137

65;139

66;141

67;141

68;143

69;145

70;146

71;147

72;149

73;150

74;151

75;153

76;153

77;155

78;155

79;156

80;158

81;158

82;159

83;160

84;160

85;161

86;162

87;162

88;164

89;163

90;163

91;164

92;164

93;166

94;165

95;164

96;165

97;165

98;166

99;165

100;165

101;165

102;165

103;166

104;165

105;166

106;165

107;165

108;166

109;165

110;165

111;164

112;164

113;164

114;163

115;164

116;163

117;163

118;163

119;163

120;163

121;162

122;162

123;163

124;162

125;163

126;163

127;162

128;163

129;163

130;162

131;163

132;163

133;163

134;163

135;163

136;163

137;163

138;163

139;163

140;163

141;164

142;164

143;164

144;165

145;165

146;166

147;167

148;167

149;168

150;168

151;169

152;170

153;170

154;171

155;171

156;172

157;173

158;174

159;175

160;177

161;177

162;178

163;180

164;181

165;182

166;183

167;184

168;185

169;186

170;187

171;188

172;189

173;191

174;192

175;192

176;194

177;195

178;196

179;197

180;198

181;199

182;200

183;202

184;203

185;203

186;205

187;206

188;207

189;208

190;208

191;211

192;210

193;211

194;212

195;212

196;212

197;213

198;213

199;214

200;214

201;214

202;215

203;216

204;216

205;216

206;216

207;218

208;217

209;217

210;218

211;218

212;218

213;218

214;217

215;219

216;218

217;219

218;218

219;218

220;220

221;220

222;220

223;220

224;220

225;218

226;221

227;220

228;221

229;221

230;221

231;222

232;222

233;221

234;221

235;221

236;222

237;221

238;221

239;221

240;220

241;220

242;219

243;219

244;219

245;218

246;218

247;216

248;216

249;216

250;215

251;215

252;214

253;214

254;214

255;213

256;212

257;212

258;212

259;211

260;211

261;210

262;210

263;208

264;206

265;200

266;193

267;188

268;180

269;173

270;168

271;162

272;157

273;150

274;147

275;143

276;140

277;138

278;136

279;135

280;133

281;131

282;131

283;133

284;136

285;139

286;143

287;146

288;149

289;152

290;155

291;157

292;160

293;162

294;163

295;165

296;166

297;167

298;168

299;168

300;169

301;166

302;160

303;152

304;146

305;140

306;133

307;128

308;125

309;124

310;124

311;126

312;127

313;128

314;129

315;130

316;131

317;132

318;132

319;132

320;132

321;131

322;130

323;129

324;128

325;126

326;124

327;123

328;121

329;119

330;115

331;111

332;108

333;104

334;100

335;96

336;92

337;89

338;85

339;83

340;81

341;79

342;76

343;75

344;74

345;72

346;71

347;70

348;70

349;70

350;69

351;68

352;67

353;66

354;65

355;63

356;62

357;60

